"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Link","Abstract","Author Keywords","Index Keywords"
"Pradhan R.K.; Jandu K.; Panda M.; Hati L.; Mallick M.","Pradhan, Rabindra Kumar (54903336300); Jandu, Kailash (57286843100); Panda, Madhusmita (57213336443); Hati, Lopamudra (57200229030); Mallick, Manolina (57286611400)","54903336300; 57286843100; 57213336443; 57200229030; 57286611400","In pursuit of happiness at work: exploring the role of psychological capital and coping in managing COVID-19 stress among Indian employees","2022","Journal of Asia Business Studies","16","6","","850","867","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116402020&doi=10.1108%2fJABS-03-2021-0097&partnerID=40&md5=b0a9c66352c02ab93187f060496f41be","Purpose: Employee happiness is crucial in any organization as happy employees are said to be more committed in their work. However, COVID-19 stress in the current situation is a major problem for employees and it can negatively influence their happiness level. Therefore, it is critical to understand how the stressful nature of the current pandemic threatens workplace happiness. Based on conservation of resources theory (Hobfoll, 1989), this study aims to examine the resources to be protected (i.e. psychological capital) and resource investment (i.e. coping) to ensure the happiness of the employees amidst a bio-psycho-socioeconomic crisis like COVID-19 pandemic. The study explores the mediating role of psychological capital and the moderating effect of coping on the relationship between COVID-19 stress and employee happiness. Design/methodology/approach: Data were collected from the Indian working population by means of purposive sampling (N = 336). Standardized instruments were used to measure the variables under study. Data analysis were done using Statistical Package for Social Sciences 20.0 and Analysis of Moment Structure 20.0 software tools and PROCESS macro was used for mediation and moderation analysis. Findings: Structural equation modelling analysis showed that COVID-19 stress negatively influenced employee happiness; whereas psychological capital partially mediated the relationship between these two variables. Further, coping was found to buffer against the harmful implications of COVID-19 stress on employee happiness. Originality/value: In an effort to respond timely to the present pandemic scenario, the current study provides an account of the harmful effects of COVID-19-related stress on the workplace happiness of the Indian service sector employees. The study also offers insights into the possible mediating and moderating mechanisms in this relationship. © 2021, Emerald Publishing Limited.","Coping; COVID-19 stress; Employee happiness; Indian employees; Indian organisation; Psychological capital",""
"Kalfaoğlu S.","Kalfaoğlu, Serap (57882329700)","57882329700","The inverted-U model of employee happiness: examining overdose happiness in context of personal characteristics, job-relationship dependency, benign stress, and various theories","2024","Frontiers in Psychology","15","","1285070","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195066412&doi=10.3389%2ffpsyg.2024.1285070&partnerID=40&md5=d006dadf4f73a7124d8960496febe3d1","In recent years, the management literature has begun to deal with individual and organizational results after happiness rather than the pursuit of happiness in business life and finally reaching happiness. After the fact that everything in an overdose is harmful, it has become the subject of even more research with paradoxical results that happiness that evokes positive emotions is not as innocent as it seems. In this study, which aims to reveal the harmful effects of overdose of employee happiness, the reasons for the manager’s fear - or anxiety - about the happiness of his employees are interpreted. The Inverted-U Model of Employee Happiness (IUMEH) has been developed and individual work outputs have been evaluated in three areas that (1) support happiness, (2) reflect balanced happiness, and (3) turn negative with an overdose of happiness intoxication. It has been suggested that IUMEH, which is thought to contribute to the literature as it is the first descriptive model to emerge, should be supported by applied studies, and it has been reminded that the curvilinear aspect of the model may include differences in terms of culture, type and characteristics of job, private, public or non-profit enterprises, generations of managers and the level of managers (front-line, middle level and senior level etc.). Copyright © 2024 Kalfaoğlu.","benign stress; employee happiness; flow theory; IUMEH; job-relationship dependency",""
"Trinh H.P.; Van D.H.; Nguyen T.K.","Trinh, Hoang Phuong (57226072908); Van, Dao Hong (58178916700); Nguyen, The Kien (57209271907)","57226072908; 58178916700; 57209271907","What determines employees' job satisfaction and loyalty? Evidence from Vietnamese enterprises","2023","International Journal of Advanced and Applied Sciences","10","2","","67","76","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152211692&doi=10.21833%2fijaas.2023.02.009&partnerID=40&md5=587af4121605e1f5edece63d5fecd16d","Job satisfaction and loyalty of employees are key determinants for the sustainable development of the business. This study specifies factors that influence employee loyalty with employee happiness serving as a mediator. The sample survey involved 369 employees in different industries in Vietnam. The empirical results show that wages, benefits, working conditions, training, promotion opportunity, workplace relationship, and autonomy at work positively affect both employee satisfaction and loyalty. Our study complements the literature by providing firms with strategies for fostering a supportive environment that would further increase employee loyalty and contribute to the successful sustainability of organizations with satisfied employees. © 2022 The Authors.","Businesses; Employee loyalty; Satisfied employees; Vietnam",""
"Somanath S.; Bakhtiari B.; Mandryk R.L.","Somanath, Sowmya (54795870200); Bakhtiari, Bahare (59208645200); Mandryk, Regan L (6506898492)","54795870200; 59208645200; 6506898492","Design Fiction on Capturing, Amplifying, and Instilling Happiness in Work","2024","ACM International Conference Proceeding Series","","","1","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197815073&doi=10.1145%2f3663384.3663395&partnerID=40&md5=15c6af66727ee5a361282bddc19de5b1","Work technologies often emphasize productivity. We suggest a value shift: designing these tools with employee happiness as a central goal. Being happy is a primary life goal for many people. Additionally, happiness positively influences various work-related factors, including productivity, engagement, motivation, and overall accomplishment. Drawing from principles in psychology, we developed three design fictions that illustrate how future work technologies can foster happiness. Informed by our fictions and their analysis, we offer three main takeaways. First, designers can intentionally foster happiness by incorporating happiness-fostering strategies in technology design. Second, we think work technologies have the potential to promote lasting forms of happiness by thwarting or forestalling hedonic adaptation-the tendency to become accustomed to positive experiences. Third, we think such technologies should serve as facilitators, recording experiences, enabling reflection, and guiding individuals toward building and sustaining happiness. © 2024 ACM.","Design Fiction; Designing for Happiness; Work Technologies","Design fictions; Designing for happiness; Hedonic adaptations; Positive experiences; Related factors; Technology designs; Work technology; Work-related"
"Raghunathan R.; Chitturi R.","Raghunathan, Rajagopal (7005707963); Chitturi, Ravindra (23007745400)","7005707963; 23007745400","Happiness and fulfilment in the workplace: It's importance, definition, and determinants","2023","Understanding Happiness: An Explorative View","","","","345","361","16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196102266&doi=10.1007%2f978-981-99-3493-5_16&partnerID=40&md5=9216a67c66e91e996ef4f4208f501d26","According to a 2019 Gallup poll (https://www.gallup.com/workplace/284180/factors-driving-record-high-employee-engagement.aspx), two-thirds of employees in the US were 'disengaged', whereas this number was only 40% in the 1970 and 1980s. In this paper, the authors present a framework that ties employee happiness to employee engagement and argues that organisations that enhance employee happiness automatically enhance not just engagement but several other desirable outcomes. The paper also presents a framework (called 'BAMBA') on the five key determinants of happiness in the workplace: (1) (fulfilment of) Basic needs, (2) Autonomy, (3) Mastery, (4) Belonging, and finally, (5) (culture of) Abundance. We conclude the paper by outlining some of the things that employees can do to enhance their own happiness, as well as some of their coworkers. Leaders interested in questions such as How is happiness defined? Can happiness be measured in a reliable and valid fashion? Why should leaders care about employee happiness? and What are the main determinants of happiness in the workplace?. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2023. All rights reserved.","BAMBA; Employee happiness and fulfilment; Engagement satisfaction productivity; Subjective well-being",""
"Lewa P.M.; Lewa S.K.","Lewa, Peter Mutuku (6507268047); Lewa, Susan K. (57189311138)","6507268047; 57189311138","Strategic changes toward engagement, wellness, and growth","2023","The Palgrave Handbook of Fulfillment, Wellness, and Personal Growth at Work","","","","425","443","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195970592&doi=10.1007%2f978-3-031-35494-6_23&partnerID=40&md5=40a19057703c582cec8fd8873004a791","Change is a fundamental element in all kinds of organizations that operate in dynamic contexts. In today's world, every organization operates in a changing context. Change has been described in management and related disciplines as a ""constant"" since it is always present. It has to be managed strategically in order for management to take responsibility for the future of the organization. A strategic orientation is futuristic and there is wide consensus that management of change requires strategic leadership for success in the turbulent business environment of today. Strategic change includes all the efforts and actions that the Top Management Team (TMT) implements in order to move an organization from its present state toward the desired future state. This future state is usually captured in an organization's vision or simply the mental picture of where it wishes to be in future when performing at its best. Today the world of work is facing unprecedented changes that require implementation of strategic changes particularly in the workspace. These changes have been brought about by a multiplicity of factors, including COVID-19 and other highly infectious diseases such as Bird flu and Ebola; ICT; climate change; globalization and many other factors. The changes have challenged organizations in terms of critical aspects such as employees' happiness at work, engagement, wellness, and growth. Generally, the overall result of the changes in the workspace is lack of fulfillment at work and the consequent impediment to employee commitment, engagement, wellness, and growth. These engender the need for strategic interventions to engage and include employees more, improve their wellness, and growth among other benefits. This chapter presents the key ideas of the theory of strategic change, wellness, and growth, and how strategic change can be implemented toward engagement, inclusion, wellness, and growth. It is written with reference to experts' opinion, published works, articles, reports, extant literature, and empirical literature review. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2023. All rights reserved.","Context and workspace; Engagement; Growth; Strategic change; Wellness",""
"Callea A.; Caracuzzo E.; Costanzi M.; Urbini F.","Callea, Antonino (54788800400); Caracuzzo, Emanuela (57274934200); Costanzi, Marco (6602269277); Urbini, Flavio (55350402900)","54788800400; 57274934200; 6602269277; 55350402900","Promoting Flow at Work through Proactive Personality: A Sequential Mediation Model with Evidence from Italian Employees","2022","Sustainability (Switzerland)","14","5","2477","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125353231&doi=10.3390%2fsu14052477&partnerID=40&md5=c85935b3a4b764efe9e3194c34f2a612","In recent years, organizations have increasingly become aware of the importance of employee happiness as well as the role of HRM practices and personal resources in promoting well-being at work. Based on the Job Demand–Resources model, we investigated ways in which proactive personality may predict flow at work through sequential mediation via job crafting and work engagement. A total of 362 Italian employees completed an online questionnaire. The results showed a positive correlation between proactive personality, job crafting, and work engagement and flow at work. Additionally, proactive personality had a positive total effect on work engagement and flow at work. However, the significant effect on flow at work disappeared in favor of the sequential indirect effect. These results suggest that proactive employees experience flow at work through the mediating role of job crafting and work engagement. This paper contributes to scientific knowledge by filling a gap in the literature around the mechanisms which underly the relationship between proactivity and flow at work. Furthermore, it provides new evidence and new insights about the role of personal resources in promoting flow in the workplace. Our results here can provide practical implications for organizations. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","Flow at work; JD-R model; Job crating; Proactive personality; SEM; Sequential mediation model; Work engagement","correlation; resource management; scanning electron microscopy; sequential extraction"
"de las Heras-Pedrosa C.; Jambrino-Maldonado C.; Rando-Cueto D.; Iglesias-Sánchez P.P.","de las Heras-Pedrosa, Carlos (57190015444); Jambrino-Maldonado, Carmen (57070358800); Rando-Cueto, Dolores (57191969545); Iglesias-Sánchez, Patricia P. (57070482500)","57190015444; 57070358800; 57191969545; 57070482500","Trends of research on women's entrepreneurship on the management of happiness and well-being in organisations","2024","Journal of Management Development","43","2","","150","169","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170554164&doi=10.1108%2fJMD-04-2023-0127&partnerID=40&md5=6e29823363bedb67f2ce00428737ec3f","Purpose: The management of employee happiness and well-being has been gaining interest in academic research in recent years; however, few studies have focussed on the entrepreneur's perspective. The aim of this paper is to analyse the state of research on women-led businesses, well-being and happiness management. Design/methodology/approach: A bibliometric study has been carried out since 1996, the first year in which publications in this field were detected. In total, 128 papers are identified in the most reliable database, Web of Science Core Collection. A network mapping of authorship, citation and co-occurrence of keywords in scientific publications is shown. Findings: The results of this study confirm that societal changes resulting from crises increase research interest in improving organisational environments and happiness. After the economic crises of 2013, there was a boost, and after the pandemic, there is again a boost in research. More than half of the publications and citations on female entrepreneurship and happiness management are post-pandemic. The study offers some research directions and emphasises the role of gender. Originality/value: This article brings a new approach to the study of well-being in organisations, highlighting the relevance of the role female leadership plays in promoting happiness at work. © 2023, Carlos de las Heras-Pedrosa, Carmen Jambrino-Maldonado, Dolores Rando-Cueto and Patricia P. Iglesias-Sánchez.","Bibliometric analysis; Entrepreneurship; Happiness; Scientometric analysis; Well-being; Wellness; Women",""
"Liu L.M.; Lee S.H.; Choi J.","Liu, Li Mei (58884212100); Lee, Seong Ho (57020563400); Choi, Jin (58885260000)","58884212100; 57020563400; 58885260000","Jay-Customer Behavior's Influence on Job Stress and Customer Orientation: Perceived Organizational Support's Moderating Effect","2023","Asia Marketing Journal","25","4","","194","206","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184888287&doi=10.53728%2f2765-6500.1619&partnerID=40&md5=b3c2478a760082e46a67cd1e1b4a425a","The study aimed to analyze jay-customer behavior’s impact on service industry employees’ job stress to understand the importance of personnel management. Additionally, it aimed to identify strategies for managing job stress by examining perceived organizational support’s moderating effects. The results show that the subdimensions of jay-customer behavior (i.e., verbal aggression, physical aggression, and sexual harassment) positively influenced employees’ job stress. Second, job stress acts as a mediator between customer verbal and physical aggression and customer orientation, but not between customer sexual harassment and customer orientation. Third, organizational support had a moderating effect on the association between customer verbal aggression and job stress. This study demonstrates how jay-customer behavior negatively affects employees and threatens their well-being. It not only enriches the research on jay-customer behavior but also provides implications for service companies toward developing internal marketing strategies for enhancing employee happiness and fostering customer orientation. © 2024 Korean Marketing Association (KMA).","Customer orientation; Jay-customer behavior; Job stress; Perceived organizational support",""
"Biggadike C.; Ahumada-Tello E.; Evans R.; Wehde M.","Biggadike, Chris (57468399400); Ahumada-Tello, Eduardo (42960924400); Evans, Richard (55713744000); Wehde, Mark (57195412699)","57468399400; 42960924400; 55713744000; 57195412699","Cultural Hierarchies, Leadership, and Employee Happiness","2023","IEEE Engineering Management Review","51","3","","8","12","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161016462&doi=10.1109%2fEMR.2023.3275188&partnerID=40&md5=3a08684360553f64e9eb06797aabac5f","Positive workplace cultures prioritize employees' health and well-being, encourage respect and trust among all, and forgive mistakes. They promote employee happiness and retention, improve team performance, and enhance talent while effective leadership enables engineering managers to capture the full potential of employees' skills and knowledge. Previous research demonstrates that happier employees are more engaged and productive. This article proposes a conceptual model of culture from the perspective of organizational leadership theory. In particular, the model is derived from a longitudinal study of complexity leadership and represents culture at three scales: societal (macro), organizational (meso), and team (micro). At each level, culture is conceived as a set of actively promoted or discouraged behaviors, what might be called active culture. We also propose that employee happiness is largely influenced by the form and interplay of leadership and these layered cultures. Our aim is to provide practical implications for engineering managers wanting to develop business or team culture, leadership, and employee happiness while seeking to promote productivity and engagement.  © 1973-2011 IEEE.","Active culture; business culture; complexity; employee happiness; leadership; societal culture; team culture","Computational complexity; Human resource management; Active culture; Behavioral science; Business culture; Complexity; Complexity theory; Cultural difference; Employee happiness; Leadership; Pragmatic; Societal culture; Team culture; Behavioral research"
"Hamid Z.","Hamid, Zeeshan (57226746057)","57226746057","The effects of servant leadership and despotic leadership on employees’ happiness at work (HAW): the role of job crafting","2024","Asia-Pacific Journal of Business Administration","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191876006&doi=10.1108%2fAPJBA-07-2023-0344&partnerID=40&md5=ab0442afe70134477f9f5b07d15b941b","Purpose: Drawing on the conservation of resources (COR) theory, this study aims to examine the effects of servant leadership and despotic leadership on employees’ happiness at work (HAW) through job crafting. Design/methodology/approach: To test the hypothesized relationships, the data were collected from 309 Pakistani employees. Structural equation modeling was used to analyze the data. Findings: The findings showed that servant leadership is an optimal leadership style for creating employees’ HAW. In addition, job crafting was found to mediate the effects of servant leadership on employees’ broad-based positive attitudinal outcome (HAW). Moreover, results showed that despotic leadership negatively influences employees’ HAW through job crafting. Originality/value: This study is novel as it investigates how newer forms of positive (servant) and negative (despotic) leadership styles influence employees’ multidimensional attitudinal outcome (HAW) via job crafting. By doing so, this research extends the nomological network of servant leadership, despotic leadership, job crafting and HAW. © 2024, Zeeshan Hamid.","Conservation of resources; Despotic leadership; Happiness at work; Job crafting; Servant leadership",""
"Akgunduz Y.; Bardakoglu O.; Kizilcalioglu G.","Akgunduz, Yilmaz (56548811500); Bardakoglu, Ovunc (56598122800); Kizilcalioglu, Gaye (57203373133)","56548811500; 56598122800; 57203373133","Happiness, job stress, job dedication and perceived organizational support: a mediating model","2023","Journal of Hospitality and Tourism Insights","6","2","","654","673","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127327308&doi=10.1108%2fJHTI-07-2021-0189&partnerID=40&md5=7cfd4cca2bd6553f47ee0b3e7dbb2743","Purpose: Based on The Conservation of Resources Theory (COR), Spillover Theory and Social Exchange Theory (SET), this study investigates the mediating role of job dedication in the relationships between job stress, happiness and perceived organizational support (POS). Design/methodology/approach: Data were collected from 5-star resort hotel employees in Turkey. 362 valid questionnaires were collected. The research hypotheses were tested using Covariance-Based Structural Equation Modeling (CB-SEM). Findings: The analysis results show that POS is positively related to employee happiness and job dedication. Job stress is negatively related to employee happiness but positively related to job dedication. Job dedication partially mediates the relationships between job stress and happiness, and POS and happiness. Research limitations/implications: The study's findings could be used by hotel managers to improve employees' job dedication, which will lead to increased employee happiness. Together with qualitative and quantitative research methods, future research could be conducted on the predecessors of job dedication and comparatively on employee happiness for different country samples. Practical implications: In order to increase employee happiness, Turkish hotel managers may want to increase POS and decrease perceived job stress of their employees. Although it was found out in this study that job stress increases job dedication, it is also accepted that this unexpected situation arises due to special conditions. Therefore, by reducing job stress, hotel managers may prefer to increase the job dedication of their employees and their happiness indirectly. Originality/value: The current study contributes to the hospitality management literature by investigating the organizational factors behind employee happiness. In addition, it also explored in depth the mediating effect of job dedication on the relationships between POS, job stress and happiness. © 2022, Emerald Publishing Limited.","Happiness; Job dedication; Job stress; Perceived organizational support",""
"Perreault G.P.; Tham S.M.","Perreault, Gregory P (57200170297); Tham, Samuel M (57195033328)","57200170297; 57195033328","Effective leadership in journalism: Field theory in how journalists evaluate newsroom leadership","2023","Journalism","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180220705&doi=10.1177%2f14648849231222694&partnerID=40&md5=1762e0014862b50e8703f0c44557ea63","This study considers an aspect of the work experience material to an individual employee’s happiness—their relationship with their supervisor—through the lens of expanding journalism studies scholarship on personal well-being. Considered through field theory, the present study reflects on interviews with U.S. journalists (n = 27) on their relationship with their supervisor and their perceptions of what constitutes an effective leader in journalism. Journalists largely attributed great leadership to a combination of strong cultural capital and strong symbolic capital within the field. © The Author(s) 2023.","Field theory; labor; leadership; news production; well-being",""
"Berg J.M.; Wrzesniewski A.; Grant A.M.; Kurkoski J.; Welle B.","Berg, Justin M. (35366044800); Wrzesniewski, Amy (55940927800); Grant, Adam M. (9333161800); Kurkoski, Jennifer (54934519700); Welle, Brian (12804839000)","35366044800; 55940927800; 9333161800; 54934519700; 12804839000","Getting Unstuck: The Effects of Growth Mindsets About the Self and Job on Happiness at Work","2022","Journal of Applied Psychology","108","1","","152","166","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130837961&doi=10.1037%2fapl0001021&partnerID=40&md5=b28185dcebcadadff40d2aa32c996d70","Past research on growth mindsets has focused on the benefits of viewing the self as flexible rather than fixed. We propose that employees can make more substantial agentic changes to their work experiences if they also hold growth mindsets about their job designs. We introduce the concept of dual-growth mindset—viewing both the self and job as malleable—and examine its impact on employee happiness over time. We hypothesize that fostering a dual-growth mindset yields relatively durable gains in happiness, while fostering a growth mindset about either the self or job is insufficient for sustainable increases in happiness. We tested these predictions using two experimental studies: a field quasi-experiment in a Fortune 500 technology company and a controlled experiment with employees in a variety of organizations and occupations. Across the two experiments, fostering dual-growth mindset yielded gains in self-reported and observer-rated happiness that lasted at least 6 months. Fostering growth mindsets about either the self or job alone did not generate lasting increases in happiness. Supplementary mediation analyses suggest dualgrowth mindsets boosted happiness by enabling employees to plan more substantial job crafting. Our research suggests that durable gains in happiness at work depend on holding flexible mindsets about the job, not only the self. © 2022 American Psychological Association","Agency; Experiments; Growth mindset; Happiness; Job crafting","Happiness; Humans; Occupations; Self Report; article; controlled study; employee; experimental study; happiness; human; mediation analysis; occupation; organization; prediction; occupation; self report"
"Kaur R.; Kaur G.","Kaur, Rajwinder (57216201261); Kaur, Gagandeep (57209519821)","57216201261; 57209519821","Managerial leadership and turnover intentions with the mediating role of employee happiness: an empirical study based on private universities","2024","TQM Journal","36","2","","616","633","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152081138&doi=10.1108%2fTQM-08-2022-0253&partnerID=40&md5=08510c9b15b7e9da49db82d822cf1b78","Purpose: The core emphasis of the paper is to inspect the relationships between managerial leadership, employee happiness and turnover intentions among academicians of private universities in Punjab. Design/methodology/approach: The proposed study used a descriptive research methodology and a structured instrument to collect responses from individuals (n = 400) using a purposive sampling method. SPSS and partial least squares structural equation modeling (PLS-SEM) are applied to evaluate the data. Findings: The outcomes disclosed that managerial leadership has a substantial effect on employee happiness (ß = 0.591, p < 0.05) and turnover intentions (ß = 0.566, p < 0.05). Besides this, it has been discovered that employee happiness mediates the association among managerial leadership and turnover intentions. The present research is among the few empirical findings that have examined academicians' perspectives on their turnover intentions in private universities. Originality/value: By concentrating on effective managerial leadership and employee happiness, the analysis will be advantageous for human resource (HR) managers and authorities of private universities to strengthen academician retention. Therefore, the study adds something novel to the corpus of extant literature. © 2023, Emerald Publishing Limited.","Attrition; Education industry; Happiness; Human resources; Leadership; Retention","Personnel; Attrition; Design/methodology/approach; Education industry; Empirical studies; Happiness; Leadership; Mediating roles; Research methodologies; Retention; Turnover intentions; Least squares approximations"
"Singha S.","Singha, Surjit (57219215365)","57219215365","Measuring employee happiness index in the modern workplace","2023","HR Analytics in an Era of Rapid Automation","","","","272","299","27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169522858&doi=10.4018%2f978-1-6684-8942-0.ch017&partnerID=40&md5=d22652fb0a3ede7abbc9f9d6da8a29ab","In today's modern workplace, measuring the employee happiness index is crucial for organizations to understand and improve employee satisfaction and well-being. This abstract provides an overview of the employee happiness index, exploring the various methods used for measurement, including surveys, interviews, and data analysis. It probes into factors contributing to employee happiness, such as company culture, job satisfaction, and mental health. Additionally, it highlights the significance of artificial intelligence and machine learning in collecting and analyzing employee feedback. These technologies offer valuable tools to enhance the measurement and understanding of employee happiness. It concludes by discussing the future implications of the employee happiness index in creating a positive and inclusive workplace culture that caters to the diverse needs and preferences of all employees. © 2023, IGI Global. All rights reserved.","",""
"Sanamthong E.; Prabyai S.","Sanamthong, Ekkasit (57204102044); Prabyai, Suebpong (57221203494)","57204102044; 57221203494","A Causal Model of Relationship between Organizational Climate Influencing Happiness at Work and Organization Engagement","2023","Emerging Science Journal","7","2","","558","568","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149252084&doi=10.28991%2fESJ-2023-07-02-018&partnerID=40&md5=1df2d8367e03efe6eb367fd68c3690e6","This research aimed to study the level of organizational climate, happiness at work, and organization engagement. It included research into the relationship between organizational climate and employee happiness and engagement, as well as the direct and indirect effects of organizational climate on employee happiness and engagement. A sample of 400 employees was used. The findings revealed the following: 1) Organizational Climate (OC) directly influencing Happiness at Work (HW) had an influence coefficient of 0.92 with a statistical significance level of 0.05. 2) Organizational Climate (OC) directly influencing Organization Engagement (OE) had the influence coefficient of 0.32 with the statistical significance at the level of 0.05 and indirectly influencing Organization Engagement (OE) through Happiness at Work (HW) had the influence coefficient of 0.59 with the statistical significance at the level of 0.05. 3) Happiness at Work (HW) directly influencing Organization Engagement (OE) had an influence coefficient of 0.64 with a statistical significance level of 0.05. 4) Organizational Climate (OC) could forecast 85 percent of Happiness at Work (HW). 5) Organizational Climate (OC) and Happiness at Work (HW) could jointly forecast 89 percent of Organization Engagement (OE). © 2023 by the authors.","Employee Engagement; Happiness at Work; Organization Engagement; Organizational Atmosphere; Organizational Climate",""
"Chakraborty M.; Singh R.K.; Hussein T.M.; Kler R.; Khan S.; Mishra S.","Chakraborty, Mainak (58893843000); Singh, Raj Kumar (57220816033); Hussein, Tanvir Mahmoud (58893843100); Kler, Rajneesh (58894147300); Khan, Sanober (58894152200); Mishra, Sanjay (58894072300)","58893843000; 57220816033; 58893843100; 58894147300; 58894152200; 58894072300","Maslow's Hierarchy-Inspired AI-Driven Employee Satisfaction Improvement","2023","Proceedings - International Conference on Technological Advancements in Computational Sciences, ICTACS 2023","","","","987","993","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185386976&doi=10.1109%2fICTACS59847.2023.10390045&partnerID=40&md5=35909b704fa0405dfb93f0b7e942deed","Using a Principal Component Analysis (PCA) methodology, the study intends to evaluate the effects of several factors on employee satisfaction, built around Maslow's Hierarchy of Needs. The analysis is based on 362 responses from 10 randomly selected Tashkent organizations. The study identifies the best element that affects employee happiness overall as well as the most important aspects at each level of Maslow's hierarchy. According to our research, affection is the factor that has the greatest impact on employee satisfaction overall.  © 2023 IEEE.","AI-Driven Approach; Employee Satisfaction; Maslow's Hierarchy; Organizational Behavior; Principal Component Analysis","Personnel; AI-driven approach; Employee satisfaction; Maslow's Hierarchy; Organizational behavior; Principal-component analysis; Principal component analysis"
"Jia S.; Shang H.","Jia, Shaowei (58867343400); Shang, Hongjiang (58867421600)","58867343400; 58867421600","Utilizing green financing in developing green HRM resources for carbon neutrality: presenting multidimensional perspectives of China","2024","Environmental Science and Pollution Research","31","6","","8798","8811","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184283221&doi=10.1007%2fs11356-023-31560-y&partnerID=40&md5=a20ffa6f7736d0a3845218b8b13c2fce","This study examines how green finance may encourage the development of green human resource management (HRM) solutions to help China achieve carbon neutrality. For an empirical estimate, the Chinese data is subjected to DEA analysis, Tobit regression, and a sensitivity analysis model. The findings highlight the significance of green finance in the creation of green HRM solutions that aid firms in enhancing their environmental performance, boosting employee happiness, and getting them closer to their carbon neutrality goals. With the use of tools like green bonds and sustainable investment funds, businesses may raise capital for sustainability projects and encourage the adoption of environmentally responsible HRM practices. Moreover, the study results discussed the need to incorporate environmental sustainability considerations into HRM plans, enabling organizations to cultivate a sustainable culture and engage employees in supporting carbon neutrality through green practices in talent acquisition, training and development, performance management, and employee engagement. Incorporating environmental sustainability into HRM processes, boosting stakeholder involvement, and looking into new funding methods are all points emphasized in the study, which aims to enhance the uptake of green HRM initiatives. © 2024, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","Carbon management; Carbon neutrality; Economic growth; Green finance; Human resource management","Asian People; Carbon; China; Economic Development; Humans; Social Conditions; Workforce; China; Carbon; Economics; Environmental management; Investments; Personnel training; Resource allocation; Sensitivity analysis; Sustainable development; carbon; Analysis models; Carbon management; Carbon neutralities; Economic growths; Empirical estimate; Environmental performance; Environmental sustainability; Green finance; Human resources management; Tobit regression; carbon emission; economic growth; environmental economics; green economy; human resource; resource management; spatiotemporal analysis; stakeholder; sustainability; Asian; China; economic development; human; social status; workforce; Human resource management"
